domain_name,tld,auction_price,bulk_pass,bulk_score,bulk_reason,ling_pass,ling_score,ling_adjusted,gate_reason,final_stage
ruuts.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
contribute.now,now,7.99,False,5,,False,,,skipped_bulk,bulk_rejected
cyberlingo.com,com,7.99,True,7,,False,5.8,5.8,overall 5.8 < 6.2,linguistic_gated
dii.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
fhi.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
gei.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
glink.io,io,7.99,True,9,,True,6.7,6.5,,linguistic_pass
gptdownload.net,net,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
holaquetal.com,com,7.99,True,9,,False,5.2,5.2,overall 5.2 < 6.2,linguistic_gated
ieee-pemc2022.org,org,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
jocka.com,com,7.99,True,10,,False,5.7,5.7,overall 5.7 < 6.2,linguistic_gated
lima.tv,tv,7.99,True,7,,False,6.0,5.2,overall 5.2 < 6.2,linguistic_gated
meds.now,now,7.99,False,6,,False,,,skipped_bulk,bulk_rejected
pwr.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
reserveringen.com,com,7.99,False,4,,False,,,skipped_bulk,bulk_rejected
stroodles.com,com,7.99,True,7,,False,5.55,5.55,overall 5.55 < 6.2,linguistic_gated
susanclayton.com,com,7.99,False,5,,False,,,skipped_bulk,bulk_rejected
vrosa.com,com,7.99,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
vyz.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
welcometocreature.com,com,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
youify.com,com,7.99,True,10,,True,6.7,6.7,,linguistic_pass
agruco.org,org,0.0,True,10,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
allotments-uk.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
aluwood.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
ameliemarieintokyo.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
apps-labs.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
beefstockerusa.org,org,0.0,False,2,,False,,,skipped_bulk,bulk_rejected
behsan.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
beksar.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
bettingon.com,com,0.0,True,8,,False,6.15,6.15,overall 6.15 < 6.2,linguistic_gated
blackelkenergy.com,com,0.0,False,3,,False,,,skipped_bulk,bulk_rejected
blepharitis.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
bodyanalyse.com,com,0.0,False,5,,False,,,skipped_bulk,bulk_rejected
boomboo.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
businessboat.com,com,0.0,False,5,,False,,,skipped_bulk,bulk_rejected
chestnuthillrealestate.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
desakalongan.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
fotothing.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
getverb.com,com,0.0,True,10,,False,6.4,6.4,weakest dimension 4 < 5,linguistic_gated
greenevent.com,com,0.0,True,8,,False,5.6,5.6,overall 5.6 < 6.2,linguistic_gated
hanslopeparishcouncil.org,org,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
helema.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
hepjazz.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
hornhaut-entfernen.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
insentive.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
jav4you.org,org,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
ldlawyer.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
luizlopes.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
mabart.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
marceloalvarez.com,com,0.0,False,4,,False,,,skipped_bulk,bulk_rejected
marinebookings.com,com,0.0,False,3,,False,,,skipped_bulk,bulk_rejected
mediavault.com,com,0.0,True,9,,True,6.55,6.55,,linguistic_pass
menorcapulsar.com,com,0.0,False,4,,False,,,skipped_bulk,bulk_rejected
mymargin.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
ndental.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
noblesolutions.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
nobostyle.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
nospoon.org,org,0.0,True,10,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
perfect-security.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
platinumdeluxe.com,com,0.0,False,4,,False,,,skipped_bulk,bulk_rejected
pokeb.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
poptropicatips.com,com,0.0,False,3,,False,,,skipped_bulk,bulk_rejected
queencash.com,com,0.0,True,7,,False,6.7,6.7,weakest dimension 4 < 5,linguistic_gated
queenpinroanoke.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
schlagzeile.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
servce.com,com,0.0,True,9,,False,5.8,5.8,overall 5.8 < 6.2,linguistic_gated
shanenshangmao.com,com,0.0,False,3,,False,,,skipped_bulk,bulk_rejected
shtelecom.com,com,0.0,True,7,,False,5.55,5.55,overall 5.55 < 6.2,linguistic_gated
suppressed.com,com,0.0,True,7,,False,5.4,5.4,overall 5.4 < 6.2,linguistic_gated
takebacktheland.org,org,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
teachforce.com,com,0.0,True,7,,False,6.35,6.35,weakest dimension 4 < 5,linguistic_gated
tecnocars.com,com,0.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
unicon365.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
viplav.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
winphil.com,com,0.0,True,9,,False,5.5,5.5,overall 5.5 < 6.2,linguistic_gated
yuzen.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
zenjava.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
augur.co,co,1.0,True,7,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
canadasuv.com,com,1.0,True,9,,False,6.35,6.35,weakest dimension 4 < 5,linguistic_gated
cuppachai.com,com,1.0,True,8,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
hiddeninsights.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
iqtec.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
lavecchiagalleria.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
polderstudio.com,com,1.0,False,5,,False,,,skipped_bulk,bulk_rejected
samalin.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
siamcenter.com,com,1.0,True,8,,False,5.8,5.8,overall 5.8 < 6.2,linguistic_gated
tiendaglobex.com,com,1.0,False,6,,False,,,skipped_bulk,bulk_rejected
verd.co,co,1.0,True,7,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
lasvegas.now,now,7.99,True,9,,False,5.95,5.15,overall 5.15 < 6.2,linguistic_gated
plern.com,com,7.99,True,8,,False,5.4,5.4,overall 5.4 < 6.2,linguistic_gated
francamp.com,com,7.99,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
jobsie.com,com,7.99,True,10,,False,6.25,6.25,weakest dimension 4 < 5,linguistic_gated
nut.vc,vc,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
pregrade.com,com,7.99,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
sui.vc,vc,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
talent.now,now,7.99,True,9,,False,6.25,5.45,overall 5.45 < 6.2,linguistic_gated
venaorganica.com,com,7.99,False,6,,False,,,skipped_bulk,bulk_rejected
tnr.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
absenscarens.com,com,0.0,False,5,,False,,,skipped_bulk,bulk_rejected
allsul.com,com,0.0,True,9,,False,6.2,6.2,weakest dimension 4 < 5,linguistic_gated
consolva.com,com,0.0,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
encrerouge.com,com,0.0,True,7,,False,5.0,5.0,overall 5.0 < 6.2,linguistic_gated
ernstl.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
florenciastore.com,com,0.0,False,4,,False,,,skipped_bulk,bulk_rejected
hetcom.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
mirosports.com,com,0.0,True,7,,False,5.4,5.4,overall 5.4 < 6.2,linguistic_gated
novoucher.com,com,0.0,True,8,,True,6.55,6.55,,linguistic_pass
alteridade.com,com,0.0,True,8,,False,5.2,5.2,overall 5.2 < 6.2,linguistic_gated
she.network,network,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
ariinnovation.com,com,1.0,False,4,,False,,,skipped_bulk,bulk_rejected
brigadeirando.com,com,1.0,False,4,,False,,,skipped_bulk,bulk_rejected
ennovelas.com,com,1.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
flexizone.com,com,1.0,True,9,,True,6.75,6.75,,linguistic_pass
garylung.com,com,1.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
ivgtech.com,com,1.0,True,10,,True,6.95,6.95,,linguistic_pass
kiruva.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
studionove.com,com,1.0,True,8,,False,5.2,5.2,overall 5.2 < 6.2,linguistic_gated
aeonfinance.com,com,1.0,False,5,,False,,,skipped_bulk,bulk_rejected
agenciaglow.com,com,1.0,False,6,,False,,,skipped_bulk,bulk_rejected
beausain.com,com,1.0,True,7,,False,5.6,5.6,overall 5.6 < 6.2,linguistic_gated
chavito.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
livenergy.com,com,1.0,True,8,,True,6.65,6.65,,linguistic_pass
martinmillers.com,com,1.0,False,4,,False,,,skipped_bulk,bulk_rejected
nutrendo.com,com,1.0,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
tekmad.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
tcn.io,io,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
babyshark.net,net,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
love.kids,kids,7.99,True,7,,False,6.0,5.2,overall 5.2 < 6.2,linguistic_gated
pet.clinic,clinic,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
canvasn.com,com,1.0,True,10,,False,6.4,6.4,weakest dimension 4 < 5,linguistic_gated
lorenzomari.com,com,1.0,False,6,,False,,,skipped_bulk,bulk_rejected
roommate.me,me,1.0,True,10,,False,5.95,5.75,overall 5.75 < 6.2,linguistic_gated
samobor.com,com,1.0,True,10,,True,6.2,6.2,,linguistic_pass
tevab.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
appliancecart.com,com,1.0,False,3,,False,,,skipped_bulk,bulk_rejected
churchhousing.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
johndurand.com,com,1.0,True,7,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
lustreled.com,com,1.0,True,7,,False,5.55,5.55,overall 5.55 < 6.2,linguistic_gated
sportarmour.com,com,1.0,False,6,,False,,,skipped_bulk,bulk_rejected
nordiclore.com,com,1.0,True,8,,False,5.6,5.6,overall 5.6 < 6.2,linguistic_gated
skateology.com,com,1.0,True,8,,False,5.6,5.6,overall 5.6 < 6.2,linguistic_gated
jobyfi.com,com,1.0,True,9,,False,6.05,6.05,overall 6.05 < 6.2,linguistic_gated
offshoremedia.com,com,6.0,False,1,,False,,,skipped_bulk,bulk_rejected
rosaimperial.com,com,1.0,False,6,,False,,,skipped_bulk,bulk_rejected
allaslive.com,com,7.99,True,9,,True,6.85,6.85,,linguistic_pass
fecop.com,com,7.99,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
markmo.com,com,7.99,True,9,,False,5.8,5.8,overall 5.8 < 6.2,linguistic_gated
net.capital,capital,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
oxygen.finance,finance,7.99,True,7,,False,5.8,5.0,overall 5.0 < 6.2,linguistic_gated
prudence.capital,capital,7.99,True,9,,False,5.95,5.15,overall 5.15 < 6.2,linguistic_gated
walletshield.io,io,7.99,False,4,,False,,,skipped_bulk,bulk_rejected
chill.media,media,7.99,False,6,,False,,,skipped_bulk,bulk_rejected
entertainmentgazette.com,com,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
truckinsider.com,com,7.99,False,6,,False,,,skipped_bulk,bulk_rejected
autumngarden.com,com,1.0,False,5,,False,,,skipped_bulk,bulk_rejected
experiencetennis.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
newyorkexhibition.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
dnc.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
diomira.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
streetrealestate.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
veracy.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
amplifyconference.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
elifeproject.com,com,1.0,True,7,,False,5.8,5.8,memorability 3 < 5,linguistic_gated
lapriye.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
megamarto.com,com,1.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
mivzaklive.com,com,1.0,True,9,,True,6.7,6.7,,linguistic_pass
publisitio.com,com,1.0,True,8,,False,5.2,5.2,overall 5.2 < 6.2,linguistic_gated
revistanos.com,com,1.0,True,8,,False,5.6,5.6,overall 5.6 < 6.2,linguistic_gated
rpi.info,info,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
themiami.com,com,11.0,False,1,,False,,,skipped_bulk,bulk_rejected
valdiano.com,com,1.0,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
verthos.com,com,1.0,True,9,,False,5.8,5.8,overall 5.8 < 6.2,linguistic_gated
washclean.com,com,18.0,False,1,,False,,,skipped_bulk,bulk_rejected
billion.capital,capital,7.99,True,9,,False,6.0,5.2,overall 5.2 < 6.2,linguistic_gated
blueroots.com,com,33.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
domainrally.com,com,7.99,False,5,,False,,,skipped_bulk,bulk_rejected
fullfillment.org,org,7.99,False,3,,False,,,skipped_bulk,bulk_rejected
acordis.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
tortillaflats.com,com,1.0,False,4,,False,,,skipped_bulk,bulk_rejected
trimad.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
globaltactics.com,com,7.99,False,4,,False,,,skipped_bulk,bulk_rejected
nmportal.com,com,1.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
overleap.com,com,1.0,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
swosh.com,com,1.0,True,8,,False,5.4,5.4,overall 5.4 < 6.2,linguistic_gated
cotoya.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
consimo.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
katieanderson.com,com,1.0,False,3,,False,,,skipped_bulk,bulk_rejected
oneshootproduction.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
tyz.info,info,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
artemec.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
covaial.com,com,1.0,True,9,,False,6.25,6.25,weakest dimension 4 < 5,linguistic_gated
leadaccess.com,com,1.0,True,9,,False,6.1,6.1,weakest dimension 3 < 5,linguistic_gated
livingclassics.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
losttime.com,com,41.0,True,9,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
petvi.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
pilandina.com,com,1.0,True,8,,False,6.15,6.15,overall 6.15 < 6.2,linguistic_gated
tetherx.com,com,11.0,True,10,,False,6.2,6.2,weakest dimension 4 < 5,linguistic_gated
opalestudio.com,com,1.0,False,5,,False,,,skipped_bulk,bulk_rejected
budgetpetfood.com,com,1.0,False,4,,False,,,skipped_bulk,bulk_rejected
moovtek.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
truepath.org,org,1.0,True,10,,False,5.95,5.75,overall 5.75 < 6.2,linguistic_gated
getuvisa.com,com,7.99,True,10,,False,6.35,6.35,weakest dimension 4 < 5,linguistic_gated
sorbxt.com,com,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
svidomo.com,com,7.99,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
ateus.com,com,0.0,True,8,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
mevabe.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
stylemix.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
sumwhere.com,com,1.0,True,9,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
trupart.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
anasco.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
ayx.info,info,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
coderpress.com,com,1.0,True,8,,True,6.75,6.75,,linguistic_pass
dpm.info,info,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
mjv.info,info,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
soulprinting.com,com,1.0,False,5,,False,,,skipped_bulk,bulk_rejected
lipsticks.com,com,0.0,False,6,,False,,,skipped_bulk,bulk_rejected
sexyzone.com,com,0.0,True,10,,True,6.55,6.55,,linguistic_pass
praguemed.com,com,1.0,True,8,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
ackerman.me,me,1.0,True,10,,False,6.05,5.85,overall 5.85 < 6.2,linguistic_gated
betterhappy.com,com,1.0,False,4,,False,,,skipped_bulk,bulk_rejected
menthory.com,com,1.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
nagraj.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
newyorkbeauty.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
pilanova.com,com,1.0,True,10,,True,6.35,6.35,,linguistic_pass
scotlandrugby.com,com,1.0,False,2,,False,,,skipped_bulk,bulk_rejected
sealglobal.com,com,1.0,True,8,,True,6.5,6.5,,linguistic_pass
webcatalyst.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
youcanlead.com,com,1.0,True,9,,True,6.3,6.3,,linguistic_pass
german.tv,tv,7.99,True,9,,False,6.4,5.6,overall 5.6 < 6.2,linguistic_gated
niara.com,com,0.0,True,8,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
noblestructures.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
stealthco.com,com,0.0,False,1,,False,,,skipped_bulk,bulk_rejected
barter.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
extragiving.com,com,7.99,False,5,,False,,,skipped_bulk,bulk_rejected
format.info,info,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
hilton.me,me,7.99,True,10,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
terabox.me,me,7.99,True,10,,False,6.0,5.8,overall 5.8 < 6.2,linguistic_gated
theearthgroup.com,com,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
aedigest.com,com,1.0,True,10,,False,5.95,5.95,overall 5.95 < 6.2,linguistic_gated
cafeza.com,com,1.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
luggagecollection.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
rio.bet,bet,7.99,False,1,,False,,,skipped_bulk,bulk_rejected
elegane.com,com,0.0,True,10,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
artheka.com,com,1.0,True,9,,False,6.0,6.0,overall 6.0 < 6.2,linguistic_gated
dulcerama.com,com,1.0,True,8,,False,5.75,5.75,overall 5.75 < 6.2,linguistic_gated
industravels.com,com,1.0,False,5,,False,,,skipped_bulk,bulk_rejected
roteirize.com,com,1.0,True,8,,False,5.35,5.35,overall 5.35 < 6.2,linguistic_gated
swarck.com,com,1.0,False,6,,False,,,skipped_bulk,bulk_rejected
thelegacycollection.com,com,1.0,False,1,,False,,,skipped_bulk,bulk_rejected
grandcarwash.com,com,1.0,False,4,,False,,,skipped_bulk,bulk_rejected
